,resp,rt,acc,onset,onseterror,duration,durationerror,trialtype,matchtype,letter,location1,location2,location3,location4,content,wm,dt,runnum, blocknum,trialnum,subj_idx,response
12723,1!,0.695113368,1,208.8008656,0.000865601,0.49997112,-2.89E-05,verbalInit,NonMatch,A,805,456,905,556,verbal,yes,no,5,7,51,14,0
12724,1!,0.606257346,1,212.3006497,0.000649682,0.499966893,-3.31E-05,verbalBaseline1,NonMatch,E,1015,456,1115,556,verbal,yes,no,5,7,51,14,0
12725,4$,0.503515781,1,216.2004158,0.000415844,0.499965468,-3.45E-05,verbalBaseline1,Match,T,805,456,905,556,verbal,yes,no,5,7,51,14,1
12726,4$,0.696609986,1,219.3002174,0.000217437,0.499968924,-3.11E-05,VerbalDelayTaskCue,Match,A,910,380,1010,480,verbal,yes,no,5,7,51,14,1
12727,4$,1.009725029,1,222.4000418,4.18E-05,0.499958611,-4.14E-05,VerbalDelayBack,Match,B,845,579,945,679,verbal,yes,no,5,7,51,14,1
12728,1!,0.488878767,1,226.2997916,-0.000208415,0.499970165,-2.98E-05,VerbalDelayBack,NonMatch,T,975,579,1075,679,verbal,yes,no,5,7,51,14,0
12729,4$,0.554047318,1,229.3996139,-0.00038611,0.49995747,-4.25E-05,VerbalDelayBack,Match,A,910,380,1010,480,verbal,yes,no,5,7,51,14,1
12730,4$,0.4511682,1,232.8993979,-0.00060208,0.499969544,-3.05E-05,VerbalDelayBack,Match,B,845,579,945,679,verbal,yes,no,5,7,51,14,1
12731,1!,0.711371652,1,236.3991802,-0.00081981,0.499973215,-2.68E-05,ReturnVerbalDelayBack,NonMatch,T,975,579,1075,679,verbal,yes,no,5,7,51,14,0
12732,1!,0.965496687,1,239.4989931,-0.001006863,0.499966458,-3.35E-05,verbalBaseline2,NonMatch,E,910,380,1010,480,verbal,yes,no,5,7,51,14,0
12733,4$,0.597617802,1,242.5988109,-0.001189119,0.49996978,-3.02E-05,verbalBaseline2,Match,T,805,456,905,556,verbal,yes,no,5,7,51,14,1
12734,4$,0.559935745,1,249.9983629,-0.001637066,0.499965118,-3.49E-05,spatialInit,Match,T,910,380,1010,480,spatial,no,yes,5,8,62,14,1
12735,1!,0.654145884,1,253.4981435,-0.001856456,0.499965688,-3.43E-05,spatialBaseline1,NonMatch,L,845,579,945,679,spatial,no,yes,5,8,62,14,0
12736,1!,0.473328532,1,256.9979327,-0.00206733,0.499962367,-3.76E-05,spatialBaseline1,NonMatch,B,1015,456,1115,556,spatial,no,yes,5,8,62,14,0
12737,4$,0.756488126,1,260.4977127,-0.00228734,0.499965518,-3.45E-05,SpatialSwitchTaskCue,Match,A,845,579,945,679,spatial,no,yes,5,8,62,14,1
12738,1!,0.91461802,1,263.9975094,-0.002490551,0.499956615,-4.34E-05,SpatialSwitchStart,NonMatch,T,805,456,905,556,spatial,no,yes,5,8,62,14,0
12739,1!,0.606781963,1,267.8972599,-0.002740119,0.499982274,-1.77E-05,SpatialSwitchBack,NonMatch,A,910,380,1010,480,spatial,no,yes,5,8,62,14,0
12740,1!,0.698981721,1,270.9970766,-0.002923381,0.499977812,-2.22E-05,SpatialSwitchBack,NonMatch,B,1015,456,1115,556,spatial,no,yes,5,8,62,14,0
12741,1!,0.550164574,1,274.8968382,-0.003161845,0.4999706,-2.94E-05,SpatialSwitchBack,NonMatch,A,805,456,905,556,spatial,no,yes,5,8,62,14,0
12742,1!,0.644271243,1,278.3966182,-0.003381826,0.499978183,-2.18E-05,ReturnSpatialSwitchBack,NonMatch,T,910,380,1010,480,spatial,no,yes,5,8,62,14,0
12743,1!,0.571451414,1,281.8964086,-0.003591439,0.499983714,-1.63E-05,spatialBaseline2,NonMatch,B,805,456,905,556,spatial,no,yes,5,8,62,14,0
12744,1!,0.697554617,1,284.9962295,-0.003770509,0.49997211,-2.79E-05,spatialBaseline2,NonMatch,A,975,579,1075,679,spatial,no,yes,5,8,62,14,0
12745,1!,0.644956635,1,292.3957848,-0.004215184,0.499959096,-4.09E-05,spatialInit,NonMatch,B,805,456,905,556,spatial,yes,yes,5,9,73,14,0
12746,1!,0.538118052,1,295.895556,-0.004443969,0.49996978,-3.02E-05,spatialBaseline1,NonMatch,E,975,579,1075,679,spatial,yes,yes,5,9,73,14,0
12747,4$,0.600268129,1,299.7953222,-0.004677807,0.499973771,-2.62E-05,spatialBaseline1,Match,L,805,456,905,556,spatial,yes,yes,5,9,73,14,1
12748,1!,0.735399651,1,303.2951173,-0.004882693,0.499957185,-4.28E-05,SpatialBranchTaskCue,NonMatch,A,975,579,1075,679,spatial,yes,yes,5,9,73,14,0
12749,1!,1.122590468,1,306.3949046,-0.00509539,0.499996314,-3.69E-06,SpatialBranchStart,NonMatch,E,845,579,945,679,spatial,yes,yes,5,9,73,14,0
12750,1!,0.773778068,1,310.2946892,-0.005310776,0.499973871,-2.61E-05,SpatialBranchStart,NonMatch,L,805,456,905,556,spatial,yes,yes,5,9,73,14,0
12751,4$,0.673938572,1,313.7944776,-0.005522369,0.499954584,-4.54E-05,ReturnSpatialBranchBack,Match,A,1015,456,1115,556,spatial,yes,yes,5,9,73,14,1
12752,4$,2.430042141,1,316.8942921,-0.005707946,0.499955475,-4.45E-05,spatialBaseline2,Match,B,845,579,945,679,spatial,yes,yes,5,9,73,14,1
12753,1!,0.968180841,1,320.3940646,-0.00593537,0.499980143,-1.99E-05,spatialBaseline2,NonMatch,E,1015,456,1115,556,spatial,yes,yes,5,9,73,14,0
12754,4$,0.627562782,1,327.3936426,-0.00635743,0.499979117,-2.09E-05,verbalInit,Match,T,845,579,945,679,verbal,no,yes,5,10,82,14,1
12755,4$,0.528706141,1,330.4934577,-0.006542288,0.499975011,-2.50E-05,verbalBaseline1,Match,A,910,380,1010,480,verbal,no,yes,5,10,82,14,1
12756,4$,0.511856861,1,333.5932641,-0.006735863,0.499972495,-2.75E-05,verbalBaseline1,Match,B,845,579,945,679,verbal,no,yes,5,10,82,14,1
12757,4$,0.591983968,1,337.493035,-0.006964989,0.49997149,-2.85E-05,VerbalSwitchTaskCue,Match,L,805,456,905,556,verbal,no,yes,5,10,82,14,1
12758,4$,0.648194735,1,341.3927928,-0.007207245,0.51663599,0.01663599,VerbalSwitchStart,Match,T,845,579,945,679,verbal,no,yes,5,10,82,14,1
12759,4$,0.634715407,1,345.3092245,0.009224508,0.49997035,-2.97E-05,VerbalSwitchStart,Match,T,1015,456,1115,556,verbal,no,yes,5,10,82,14,1
12760,1!,0.502873253,1,348.8090152,0.009015246,0.499969259,-3.07E-05,VerbalSwitchBack,NonMatch,B,845,579,945,679,verbal,no,yes,5,10,82,14,0
12761,4$,0.621018933,1,351.9088209,0.008820915,0.499972581,-2.74E-05,ReturnVerbalSwitchBack,Match,L,805,456,905,556,verbal,no,yes,5,10,82,14,1
12762,4$,0.418141754,1,355.4086089,0.008608937,0.499976052,-2.39E-05,verbalBaseline2,Match,E,1015,456,1115,556,verbal,no,yes,5,10,82,14,1
12763,4$,0.408322572,1,358.5084289,0.008428912,0.499969209,-3.08E-05,verbalBaseline2,Match,T,910,380,1010,480,verbal,no,yes,5,10,82,14,1
12764,1!,0.600658849,1,365.507994,0.007993951,0.499972345,-2.77E-05,spatialInit,NonMatch,E,845,579,945,679,spatial,yes,yes,5,11,92,14,0
12765,1!,0.609798541,1,369.007783,0.007782978,0.49995752,-4.25E-05,spatialBaseline1,NonMatch,B,975,579,1075,679,spatial,yes,yes,5,11,92,14,0
12766,4$,0.540923088,1,372.9075445,0.007544479,0.499969494,-3.05E-05,SpatialBranchTaskCue,Match,T,805,456,905,556,spatial,yes,yes,5,11,92,14,1
12767,1!,0.790150613,1,376.8073044,0.007304369,0.499975282,-2.47E-05,SpatialBranchBack,NonMatch,B,975,579,1075,679,spatial,yes,yes,5,11,92,14,0
12768,1!,0.913289275,1,379.9071288,0.007128805,0.499970065,-2.99E-05,SpatialBranchStart,NonMatch,E,805,456,905,556,spatial,yes,yes,5,11,92,14,0
12769,4$,0.83748782,1,383.8068793,0.006879287,0.499979943,-2.01E-05,SpatialBranchStart,Match,A,910,380,1010,480,spatial,yes,yes,5,11,92,14,1
12770,4$,0.574630114,1,386.9066897,0.006689653,0.499979238,-2.08E-05,SpatialBranchStart,Match,E,910,380,1010,480,spatial,yes,yes,5,11,92,14,1
12771,1!,0.999623984,1,390.0065048,0.006504781,0.499963792,-3.62E-05,ReturnSpatialBranchBack,NonMatch,A,845,579,945,679,spatial,yes,yes,5,11,92,14,0
12772,1!,0.544953192,1,393.9062773,0.006277265,0.49996978,-3.02E-05,spatialBaseline2,NonMatch,L,805,456,905,556,spatial,yes,yes,5,11,92,14,0
12773,4$,0.445076918,1,397.0060808,0.006080839,0.499962367,-3.76E-05,spatialBaseline2,Match,A,1015,456,1115,556,spatial,yes,yes,5,11,92,14,1
12774,4$,0.562346254,1,403.6056866,0.005686605,0.49995752,-4.25E-05,verbalInit,Match,T,845,579,945,679,verbal,no,no,5,12,102,14,1
12775,1!,0.52657773,1,407.5054383,0.005438277,0.49997201,-2.80E-05,verbalBaseline1,NonMatch,E,1015,456,1115,556,verbal,no,no,5,12,102,14,0
12776,1!,0.4935999,1,411.4052046,0.005204624,0.499970685,-2.93E-05,verbalBaseline1,NonMatch,L,975,579,1075,679,verbal,no,no,5,12,102,14,0
12777,1!,0.540891342,1,414.5050104,0.005010394,0.499976387,-2.36E-05,VerbalControlTaskCue,NonMatch,T,845,579,945,679,verbal,no,no,5,12,102,14,0
12778,1!,0.450049558,1,417.6048194,0.004819385,0.49998665,-1.33E-05,VerbalControlBack,NonMatch,E,975,579,1075,679,verbal,no,no,5,12,102,14,0
12779,1!,0.445182874,1,420.7046436,0.004643586,0.499974761,-2.52E-05,VerbalControlBack,NonMatch,A,845,579,945,679,verbal,no,no,5,12,102,14,0
12780,4$,0.594314699,1,424.2044322,0.004432178,0.499962937,-3.71E-05,ReturnVerbalControlBack,Match,B,910,380,1010,480,verbal,no,no,5,12,102,14,1
12781,1!,0.506405675,1,427.3042392,0.004239223,0.499967014,-3.30E-05,verbalBaseline2,NonMatch,A,845,579,945,679,verbal,no,no,5,12,102,14,0
12782,1!,0.9487995,1,434.7037847,0.003784719,0.499975332,-2.47E-05,spatialInit,NonMatch,T,975,579,1075,679,spatial,yes,no,5,13,110,14,0
12783,4$,0.596971769,1,438.603564,0.003564046,0.499954904,-4.51E-05,spatialBaseline1,Match,A,805,456,905,556,spatial,yes,no,5,13,110,14,1
12784,4$,0.523166054,1,442.1033393,0.003339338,0.49997025,-2.98E-05,spatialBaseline1,Match,T,1015,456,1115,556,spatial,yes,no,5,13,110,14,1
12785,4$,0.770317776,1,446.0031029,0.003102934,0.499966929,-3.31E-05,SpatialDelayTaskCue,Match,A,845,579,945,679,spatial,yes,no,5,13,110,14,1
12786,4$,0.551491124,1,449.5028963,0.002896288,0.499959751,-4.02E-05,SpatialDelayBack,Match,T,910,380,1010,480,spatial,yes,no,5,13,110,14,1
12787,4$,0.456696448,1,453.4026459,0.002645864,0.499978853,-2.11E-05,SpatialDelayBack,Match,A,975,579,1075,679,spatial,yes,no,5,13,110,14,1
12788,4$,0.380844245,1,456.9024352,0.002435176,0.499972631,-2.74E-05,SpatialDelayBack,Match,T,805,456,905,556,spatial,yes,no,5,13,110,14,1
12789,4$,0.372989728,1,460.0022565,0.002256526,0.499961177,-3.88E-05,SpatialDelayBack,Match,L,1015,456,1115,556,spatial,yes,no,5,13,110,14,1
12790,1!,0.697134867,1,463.9020153,0.002015311,0.499966273,-3.37E-05,ReturnSpatialDelayBack,NonMatch,T,805,456,905,556,spatial,yes,no,5,13,110,14,0
12791,4$,0.584302941,1,467.0018313,0.001831344,0.499961376,-3.86E-05,spatialBaseline2,Match,A,1015,456,1115,556,spatial,yes,no,5,13,110,14,1
12792,1!,0.574621126,1,474.0014056,0.001405557,0.499963172,-3.68E-05,verbalInit,NonMatch,B,805,456,905,556,verbal,no,no,5,14,120,14,0
12793,1!,0.540741159,1,477.1012206,0.00122057,0.499957485,-4.25E-05,verbalBaseline1,NonMatch,E,1015,456,1115,556,verbal,no,no,5,14,120,14,0
12794,1!,0.599849989,1,480.2010183,0.001018307,0.499972445,-2.76E-05,VerbalControlTaskCue,NonMatch,A,845,579,945,679,verbal,no,no,5,14,120,14,0
12795,1!,0.489001024,1,483.7008099,0.00080995,0.499972631,-2.74E-05,VerbalControlBack,NonMatch,T,910,380,1010,480,verbal,no,no,5,14,120,14,0
12796,1!,0.494123491,1,487.600582,0.000581999,0.499962517,-3.75E-05,VerbalControlBack,NonMatch,E,845,579,945,679,verbal,no,no,5,14,120,14,0
12797,1!,0.579407177,1,491.100368,0.00036804,0.499973251,-2.67E-05,ReturnVerbalControlBack,NonMatch,A,805,456,905,556,verbal,no,no,5,14,120,14,0
12798,4$,0.594557889,1,494.2001682,0.000168243,0.499974341,-2.57E-05,verbalBaseline2,Match,B,1015,456,1115,556,verbal,no,no,5,14,120,14,1
12799,4$,0.654851068,1,500.7997766,-0.000223376,0.499961747,-3.83E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,yes,5,15,127,14,1
12800,1!,0.491904233,1,504.2995572,-0.000442766,0.499978767,-2.12E-05,verbalBaseline1,NonMatch,B,910,380,1010,480,verbal,yes,yes,5,15,127,14,0
12801,4$,0.55519385,1,508.199328,-0.000672043,0.499964933,-3.51E-05,verbalBaseline1,Match,L,1015,456,1115,556,verbal,yes,yes,5,15,127,14,1
12802,4$,0.651356949,1,512.099084,-0.000916044,0.499969544,-3.05E-05,VerbalBranchTaskCue,Match,E,910,380,1010,480,verbal,yes,yes,5,15,127,14,1
12803,1!,0.86350074,0,515.9988508,-0.001149212,0.499963792,-3.62E-05,VerbalBranchBack,Match,T,1015,456,1115,556,verbal,yes,yes,5,15,127,14,0
12804,4$,0.658734012,1,519.8986199,-0.001380149,0.499954619,-4.54E-05,VerbalBranchBack,Match,A,910,380,1010,480,verbal,yes,yes,5,15,127,14,1
12805,1!,0.973872115,1,522.9984183,-0.001581707,0.499983514,-1.65E-05,VerbalBranchBack,NonMatch,T,805,456,905,556,verbal,yes,yes,5,15,127,14,0
12806,4$,0.944009408,1,526.0982359,-0.001764063,0.499975196,-2.48E-05,VerbalBranchStart,Match,T,845,579,945,679,verbal,yes,yes,5,15,127,14,1
12807,4$,0.681154703,1,529.1980396,-0.001960403,0.499976287,-2.37E-05,ReturnVerbalBranchStart,Match,T,805,456,905,556,verbal,yes,yes,5,15,127,14,1
12808,1!,0.624268167,1,532.2978691,-0.002130885,0.499961797,-3.82E-05,verbalBaseline2,NonMatch,B,975,579,1075,679,verbal,yes,yes,5,15,127,14,0
12809,4$,0.690593699,1,539.2974359,-0.002564135,0.499960036,-4.00E-05,spatialInit,Match,A,910,380,1010,480,spatial,no,yes,5,16,137,14,1
12810,4$,0.404800378,1,543.1971982,-0.002801779,0.499972445,-2.76E-05,spatialBaseline1,Match,T,975,579,1075,679,spatial,no,yes,5,16,137,14,1
12811,1!,0.53496206,1,546.6969862,-0.003013793,0.499972631,-2.74E-05,SpatialSwitchTaskCue,NonMatch,L,845,579,945,679,spatial,no,yes,5,16,137,14,0
12812,1!,0.637076024,1,550.1967776,-0.003222385,0.499968539,-3.15E-05,SpatialSwitchStart,NonMatch,A,975,579,1075,679,spatial,no,yes,5,16,137,14,0
12813,4$,0.424285009,1,553.6965617,-0.003438255,0.499969209,-3.08E-05,SpatialSwitchBack,Match,T,805,456,905,556,spatial,no,yes,5,16,137,14,1
12814,4$,0.493329341,1,557.1963425,-0.003657496,0.499982659,-1.73E-05,ReturnSpatialSwitchBack,Match,L,1015,456,1115,556,spatial,no,yes,5,16,137,14,1
12815,4$,0.521586558,1,561.096117,-0.003883016,0.499968069,-3.19E-05,spatialBaseline2,Match,E,845,579,945,679,spatial,no,yes,5,16,137,14,1
12816,4$,0.373798602,1,564.9958683,-0.004131729,0.499973251,-2.67E-05,spatialBaseline2,Match,B,910,380,1010,480,spatial,no,yes,5,16,137,14,1
12817,4$,0.915753568,1,12.00709903,0.007099027,0.499961462,-3.85E-05,spatialInit,Match,B,910,380,1010,480,spatial,no,no,6,1,1,14,1
12818,4$,0.432925394,1,15.50687945,0.006879451,0.499964648,-3.54E-05,spatialBaseline1,Match,L,975,579,1075,679,spatial,no,no,6,1,1,14,1
12819,4$,0.364077879,1,19.40664266,0.006642662,0.499962367,-3.76E-05,spatialBaseline1,Match,B,805,456,905,556,spatial,no,no,6,1,1,14,1
12820,4$,0.396243713,1,22.50646467,0.006464667,0.499952018,-4.80E-05,SpatialControlTaskCue,Match,A,1015,456,1115,556,spatial,no,no,6,1,1,14,1
12821,1!,0.491310173,1,26.40621312,0.006213118,0.499967784,-3.22E-05,SpatialControlBack,NonMatch,L,975,579,1075,679,spatial,no,no,6,1,1,14,0
12822,4$,0.384589486,1,29.906003,0.006003,0.499964078,-3.59E-05,SpatialControlBack,Match,T,805,456,905,556,spatial,no,no,6,1,1,14,1
12823,4$,0.437734723,1,33.00581062,0.005810616,0.499979758,-2.02E-05,SpatialControlBack,Match,L,1015,456,1115,556,spatial,no,no,6,1,1,14,1
12824,4$,0.359875761,1,36.90557587,0.005575873,0.49996978,-3.02E-05,SpatialControlBack,Match,B,845,579,945,679,spatial,no,no,6,1,1,14,1
12825,1!,0.435076748,1,40.40536381,0.005363809,0.499964648,-3.54E-05,ReturnSpatialControlBack,NonMatch,T,1015,456,1115,556,spatial,no,no,6,1,1,14,0
12826,4$,0.523231392,1,43.9051487,0.005148695,0.499978767,-2.12E-05,spatialBaseline2,Match,A,845,579,945,679,spatial,no,no,6,1,1,14,1
12827,1!,0.634548859,1,50.90472234,0.004722337,0.499965603,-3.44E-05,verbalInit,NonMatch,B,975,579,1075,679,verbal,no,yes,6,2,11,14,0
12828,4$,0.521687048,1,54.40451032,0.004510324,0.49996978,-3.02E-05,verbalBaseline1,Match,L,845,579,945,679,verbal,no,yes,6,2,11,14,1
12829,4$,0.543882832,1,58.30427706,0.004277056,0.499965268,-3.47E-05,VerbalSwitchTaskCue,Match,E,1015,456,1115,556,verbal,no,yes,6,2,11,14,1
12830,1!,0.509036081,1,61.80406608,0.004066083,0.499966829,-3.32E-05,VerbalSwitchBack,NonMatch,L,845,579,945,679,verbal,no,yes,6,2,11,14,0
12831,1!,0.582232839,1,65.70382686,0.003826864,0.49997107,-2.89E-05,VerbalSwitchStart,NonMatch,A,910,380,1010,480,verbal,no,yes,6,2,11,14,0
12832,1!,0.739363192,1,68.80364451,0.003644508,0.499963607,-3.64E-05,ReturnVerbalSwitchStart,NonMatch,L,805,456,905,556,verbal,no,yes,6,2,11,14,0
12833,1!,0.466411939,1,72.30341054,0.003410542,0.49998541,-1.46E-05,verbalBaseline2,NonMatch,A,1015,456,1115,556,verbal,no,yes,6,2,11,14,0
12834,4$,0.51666428,1,75.40323583,0.003235833,0.49997035,-2.97E-05,verbalBaseline2,Match,B,805,456,905,556,verbal,no,yes,6,2,11,14,1
12835,1!,0.678966657,1,81.60284992,0.002849924,0.499968639,-3.14E-05,spatialInit,NonMatch,E,1015,456,1115,556,spatial,yes,no,6,3,19,14,0
12836,4$,0.420140716,1,85.10264522,0.002645223,0.499970535,-2.95E-05,spatialBaseline1,Match,L,845,579,945,679,spatial,yes,no,6,3,19,14,1
12837,1!,0.561252281,1,88.60243739,0.002437386,0.499957656,-4.23E-05,spatialBaseline1,NonMatch,E,975,579,1075,679,spatial,yes,no,6,3,19,14,0
12838,4$,0.724484614,1,92.50218933,0.002189328,0.499968839,-3.12E-05,SpatialDelayTaskCue,Match,B,805,456,905,556,spatial,yes,no,6,3,19,14,1
12839,1!,0.540625209,1,96.00198107,0.001981071,0.49997216,-2.78E-05,SpatialDelayBack,NonMatch,L,845,579,945,679,spatial,yes,no,6,3,19,14,0
12840,1!,0.472810643,1,99.90174425,0.001744247,0.499961127,-3.89E-05,SpatialDelayBack,NonMatch,T,1015,456,1115,556,spatial,yes,no,6,3,19,14,0
12841,4$,0.526981379,1,103.8015113,0.001511264,0.499962987,-3.70E-05,ReturnSpatialDelayBack,Match,B,845,579,945,679,spatial,yes,no,6,3,19,14,1
12842,1!,0.547098744,1,107.3012992,0.001299201,0.499963457,-3.65E-05,spatialBaseline2,NonMatch,T,975,579,1075,679,spatial,yes,no,6,3,19,14,0
12843,1!,0.639495221,1,115.1008253,0.000825253,0.499962552,-3.74E-05,verbalInit,NonMatch,A,805,456,905,556,verbal,no,yes,6,4,27,14,0
12844,1!,0.654707764,1,118.2006261,0.000626061,0.499976622,-2.34E-05,verbalBaseline1,NonMatch,L,1015,456,1115,556,verbal,no,yes,6,4,27,14,0
12845,1!,0.594824641,1,122.1003964,0.000396365,0.499966929,-3.31E-05,VerbalSwitchTaskCue,NonMatch,T,845,579,945,679,verbal,no,yes,6,4,27,14,0
12846,1!,0.611955933,1,125.6001803,0.00018026,0.499961512,-3.85E-05,VerbalSwitchBack,NonMatch,B,805,456,905,556,verbal,no,yes,6,4,27,14,0
12847,1!,0.599180763,1,129.4999352,-6.48E-05,0.499973906,-2.61E-05,VerbalSwitchStart,NonMatch,E,975,579,1075,679,verbal,no,yes,6,4,27,14,0
12848,1!,0.966292198,1,132.5997597,-0.000240261,0.499957185,-4.28E-05,VerbalSwitchBack,NonMatch,L,805,456,905,556,verbal,no,yes,6,4,27,14,0
12849,1!,0.80345271,0,135.6995588,-0.000441213,0.499978917,-2.11E-05,ReturnVerbalSwitchBack,Match,E,845,579,945,679,verbal,no,yes,6,4,27,14,0
12850,1!,0.658628575,1,139.5993298,-0.000670189,0.49996978,-3.02E-05,verbalBaseline2,NonMatch,A,805,456,905,556,verbal,no,yes,6,4,27,14,0
12851,4$,0.696769071,1,143.4990908,-0.000909159,0.499974961,-2.50E-05,verbalBaseline2,Match,B,975,579,1075,679,verbal,no,yes,6,4,27,14,1
12852,1!,0.654115179,1,150.0986898,-0.001310236,0.49995752,-4.25E-05,verbalInit,NonMatch,B,1015,456,1115,556,verbal,yes,yes,6,5,36,14,0
12853,4$,0.6712459,1,153.1985076,-0.001492357,0.499956045,-4.40E-05,verbalBaseline1,Match,L,975,579,1075,679,verbal,yes,yes,6,5,36,14,1
12854,1!,0.747425111,1,157.0982658,-0.001734177,0.499971875,-2.81E-05,VerbalBranchTaskCue,NonMatch,A,1015,456,1115,556,verbal,yes,yes,6,5,36,14,0
12855,1!,0.827509788,1,160.1980801,-0.001919905,0.499964363,-3.56E-05,VerbalBranchBack,NonMatch,E,805,456,905,556,verbal,yes,yes,6,5,36,14,0
12856,1!,0.74071607,1,163.6978637,-0.002136295,0.499964933,-3.51E-05,VerbalBranchBack,NonMatch,B,845,579,945,679,verbal,yes,yes,6,5,36,14,0
12857,4$,0.731916651,1,167.5976243,-0.002375699,0.499961897,-3.81E-05,VerbalBranchBack,Match,L,805,456,905,556,verbal,yes,yes,6,5,36,14,1
12858,1!,0.740015968,1,170.697436,-0.002564043,0.499968924,-3.11E-05,VerbalBranchStart,NonMatch,A,845,579,945,679,verbal,yes,yes,6,5,36,14,0
12859,4$,0.691239968,1,174.597194,-0.002805963,0.499979858,-2.01E-05,ReturnVerbalBranchBack,Match,B,910,380,1010,480,verbal,yes,yes,6,5,36,14,1
12860,1!,0.652375222,1,178.4969574,-0.003042552,0.499976907,-2.31E-05,verbalBaseline2,NonMatch,E,975,579,1075,679,verbal,yes,yes,6,5,36,14,0
12861,4$,0.624828136,1,186.2964878,-0.003512224,0.49997149,-2.85E-05,verbalInit,Match,T,805,456,905,556,verbal,no,no,6,6,45,14,1
12862,4$,0.454947838,1,189.3962851,-0.003714872,0.499982039,-1.80E-05,verbalBaseline1,Match,A,975,579,1075,679,verbal,no,no,6,6,45,14,1
12863,1!,0.557161686,1,193.2960584,-0.003941582,0.499967684,-3.23E-05,VerbalControlTaskCue,NonMatch,T,910,380,1010,480,verbal,no,no,6,6,45,14,0
12864,4$,0.493148069,1,196.3958756,-0.004124423,0.499965268,-3.47E-05,VerbalControlBack,Match,A,975,579,1075,679,verbal,no,no,6,6,45,14,1
12865,1!,0.53847233,1,199.4956802,-0.004319794,0.499972631,-2.74E-05,VerbalControlBack,NonMatch,E,1015,456,1115,556,verbal,no,no,6,6,45,14,0
12866,4$,0.442516732,1,202.5955029,-0.004497118,0.499965788,-3.42E-05,ReturnVerbalControlBack,Match,T,910,380,1010,480,verbal,no,no,6,6,45,14,1
12867,1!,0.469671757,1,205.6953031,-0.004696865,0.49996968,-3.03E-05,verbalBaseline2,NonMatch,E,975,579,1075,679,verbal,no,no,6,6,45,14,0
12868,1!,0.456809817,1,208.7951184,-0.004881552,0.499968169,-3.18E-05,verbalBaseline2,NonMatch,B,845,579,945,679,verbal,no,no,6,6,45,14,0
12869,1!,0.586154506,1,216.1946694,-0.00533064,0.499961177,-3.88E-05,spatialInit,NonMatch,A,1015,456,1115,556,spatial,yes,yes,6,7,53,14,0
12870,4$,0.38632265,1,219.6944546,-0.005545369,0.499970785,-2.92E-05,spatialBaseline1,Match,B,845,579,945,679,spatial,yes,yes,6,7,53,14,1
12871,4$,0.50547986,1,223.5942117,-0.00578828,0.499981804,-1.82E-05,SpatialBranchTaskCue,Match,E,910,380,1010,480,spatial,yes,yes,6,7,53,14,1
12872,1!,0.574637092,1,226.6940242,-0.005975818,0.49997097,-2.90E-05,SpatialBranchStart,NonMatch,L,1015,456,1115,556,spatial,yes,yes,6,7,53,14,0
12873,4$,0.498692232,1,229.7938349,-0.006165066,0.499977142,-2.29E-05,SpatialBranchBack,Match,E,845,579,945,679,spatial,yes,yes,6,7,53,14,1
12874,1!,0.665965738,1,233.6935961,-0.006403901,0.499978432,-2.16E-05,SpatialBranchStart,NonMatch,B,805,456,905,556,spatial,yes,yes,6,7,53,14,0
12875,4$,0.977184256,1,237.1933874,-0.006612593,0.499966779,-3.32E-05,ReturnSpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,6,7,53,14,1
12876,4$,0.421294895,1,241.093157,-0.00684296,0.499969209,-3.08E-05,spatialBaseline2,Match,L,975,579,1075,679,spatial,yes,yes,6,7,53,14,1
12877,4$,0.422404898,1,244.5929474,-0.007052622,0.499966743,-3.33E-05,spatialBaseline2,Match,T,805,456,905,556,spatial,yes,yes,6,7,53,14,1
12878,1!,0.52915103,1,251.2092097,0.009209676,0.499968354,-3.16E-05,verbalInit,NonMatch,B,975,579,1075,679,verbal,no,no,6,8,62,14,0
12879,4$,0.446244261,1,254.3090094,0.009009394,0.499965368,-3.46E-05,verbalBaseline1,Match,L,805,456,905,556,verbal,no,no,6,8,62,14,1
12880,1!,0.557399793,1,257.808804,0.008803988,0.499962652,-3.73E-05,verbalBaseline1,NonMatch,T,910,380,1010,480,verbal,no,no,6,8,62,14,0
12881,4$,0.376590218,1,261.7085602,0.008560192,0.499968569,-3.14E-05,VerbalControlTaskCue,Match,A,845,579,945,679,verbal,no,no,6,8,62,14,1
12882,1!,0.453701622,1,265.6083224,0.008322442,0.499970635,-2.94E-05,VerbalControlBack,NonMatch,L,805,456,905,556,verbal,no,no,6,8,62,14,0
12883,1!,0.537914342,1,268.7081338,0.008133764,0.499973201,-2.68E-05,VerbalControlBack,NonMatch,A,975,579,1075,679,verbal,no,no,6,8,62,14,0
12884,4$,0.403082359,1,272.2079262,0.007926212,0.499968639,-3.14E-05,VerbalControlBack,Match,B,845,579,945,679,verbal,no,no,6,8,62,14,1
12885,4$,0.544244637,1,276.1076876,0.007687562,0.499977912,-2.21E-05,ReturnVerbalControlBack,Match,L,975,579,1075,679,verbal,no,no,6,8,62,14,1
12886,1!,0.539425179,1,280.0074465,0.007446462,0.499978668,-2.13E-05,verbalBaseline2,NonMatch,A,845,579,945,679,verbal,no,no,6,8,62,14,0
